;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
412;39,0;Federal-gov;113253,0;Bachelors;13,0;Married-civ-spouse;Prof-specialty;Wife;White;Female;0,0;0,0;50,0;United-States;>50K;ok;13,385669708251953;12,845879241211774;14,0;14,0;29,2;0,0
414;54,0;Private;249352,0;Bachelors;13,0;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0,0;0,0;40,0;United-States;>50K;ok;12,39269733428955;12,845879241211774;14,0;14,0;29,2;0,0
418;19,0;;200790,0;12th;8,0;Married-civ-spouse;;Other-relative;White;Female;15023,999999999998;0,0;40,0;United-States;>50K;ok;14,1480712890625;12,845879241211774;14,0;14,0;29,2;0,0
419;43,0;Private;150519,0;Some-college;10,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,465235710144043;12,845879241211774;14,0;14,0;29,2;0,0
426;29,0;Private;244473,0;Assoc-voc;11,0;Married-civ-spouse;Tech-support;Husband;White;Male;0,0;2050,9999999999995;40,0;United-States;<=50K;ok;12,74649715423584;12,845879241211774;14,0;14,0;29,2;0,0
433;59,0;Federal-gov;93211,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;22,0;United-States;>50K;ok;12,933128356933594;12,845879241211774;14,0;14,0;29,2;0,0
434;51,0;Private;117700,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0,0;0,0;40,0;United-States;>50K;ok;12,887975692749023;12,845879241211774;14,0;14,0;29,2;0,0
436;42,0;Private;125280,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;3137,0;0,0;40,0;United-States;<=50K;ok;12,337211608886719;12,845879241211774;14,0;14,0;29,2;0,0
450;34,0;Private;209808,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,254687309265137;12,845879241211774;14,0;14,0;29,2;0,0
462;52,0;;244214,0;HS-grad;9,0;Married-civ-spouse;;Husband;White;Male;0,0;0,0;35,0;United-States;>50K;ok;12,377802848815918;12,845879241211774;14,0;14,0;29,2;0,0
467;45,0;Private;185385,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,119447708129883;12,845879241211774;14,0;14,0;29,2;0,0
469;42,0;Private;38389,0;Bachelors;13,0;Married-civ-spouse;Adm-clerical;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,436224937438965;12,845879241211774;14,0;14,0;29,2;0,0
470;22,0;Private;107882,0;Bachelors;13,0;Never-married;Exec-managerial;Own-child;White;Female;0,0;0,0;35,0;United-States;<=50K;ok;12,753095626831055;12,845879241211774;14,0;14,0;29,2;0,0
477;29,0;Private;175639,0;Some-college;10,0;Divorced;Other-service;Unmarried;White;Female;0,0;0,0;28,0;United-States;<=50K;ok;12,167780876159668;12,845879241211774;14,0;14,0;29,2;0,0
483;37,0;Private;165034,0;HS-grad;9,0;Married-civ-spouse;Handlers-cleaners;Husband;White;Male;0,0;2002,0;40,0;United-States;<=50K;ok;12,596292495727539;12,845879241211774;14,0;14,0;29,2;0,0
485;27,0;Private;200227,0;Assoc-voc;11,0;Married-civ-spouse;Adm-clerical;Wife;Asian-Pac-Islander;Female;0,0;0,0;40,0;United-States;>50K;ok;12,582475662231445;12,845879241211774;14,0;14,0;29,2;0,0
496;39,0;Private;200598,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;55,0;United-States;<=50K;ok;12,760893821716309;12,845879241211774;14,0;14,0;29,2;0,0
497;34,0;Private;141058,0;Some-college;10,0;Married-civ-spouse;Other-service;Husband;White;Male;0,0;0,0;62,0;Mexico;<=50K;ok;11,828544616699219;12,845879241211774;14,0;14,0;29,2;0,0
