;age;job;marital;education;default;balance;housing;loan;contact;day_of_week;month;duration;campaign;pdays;previous;poutcome;y;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
464;35,0;student;single;secondary;no;188,0;yes;no;cellular;16,0;feb;75,0;3,0;200,0;5,0;failure;yes;ok;7,686595916748047;9,194990344669508;16,0;16,0;32,2;0,0
466;54,0;technician;married;secondary;no;0,0;no;no;telephone;16,0;nov;986,0;1,0;94,00000000000001;8,0;failure;no;ok;13,666159629821777;9,194990344669508;16,0;16,0;32,2;0,0
467;56,0;technician;single;tertiary;no;-528,0;no;no;cellular;28,0;jan;290,0;2,0;184,0;2,0;failure;yes;ok;8,073946952819824;9,194990344669508;16,0;16,0;32,2;0,0
468;53,0;services;married;secondary;no;341,0;no;no;cellular;12,0;aug;90,0;2,0;104,0;2,0;success;no;ok;8,234878540039062;9,194990344669508;16,0;16,0;32,2;0,0
470;33,0;management;single;tertiary;no;131,0;yes;no;cellular;12,0;oct;209,0;3,0;427,0;2,0;failure;yes;ok;7,561452388763428;9,194990344669508;16,0;16,0;32,2;0,0
472;52,0;management;divorced;primary;no;11,0;no;no;cellular;6,0;feb;365,0;1,0;9,0;1,0;other;no;ok;5,833209991455078;9,194990344669508;16,0;16,0;32,2;0,0
473;42,0;unemployed;married;secondary;no;356,0;yes;no;cellular;7,0;may;787,0;3,0;356,0;2,0;failure;no;ok;7,913411617279053;9,194990344669508;16,0;16,0;32,2;0,0
475;34,0;technician;married;secondary;no;0,0;yes;no;cellular;3,0;aug;261,0;1,0;470,0;2,0;failure;yes;ok;6,775804042816162;9,194990344669508;16,0;16,0;32,2;0,0
476;59,0;management;married;tertiary;no;138,0;yes;yes;cellular;13,0;may;106,0;1,0;280,0;4,0;failure;yes;ok;12,076664924621582;9,194990344669508;16,0;16,0;32,2;0,0
479;26,0;management;single;tertiary;no;2506,0;no;no;cellular;28,0;may;210,0;2,0;100,00000000000001;1,0;success;no;ok;6,268377780914307;9,194990344669508;16,0;16,0;32,2;0,0
481;35,0;technician;single;secondary;no;27,0;yes;no;cellular;25,0;may;214,0;1,0;305,0;1,0;other;yes;ok;7,248431205749512;9,194990344669508;16,0;16,0;32,2;0,0
482;38,0;unemployed;married;primary;no;7005,0;yes;no;cellular;7,0;jul;370,0;1,0;412,0;1,0;failure;yes;ok;7,375225067138672;9,194990344669508;16,0;16,0;32,2;0,0
483;83,0;retired;divorced;primary;no;0,0;no;no;telephone;31,0;may;664,0;1,0;77,0;3,0;success;no;ok;13,962175369262695;9,194990344669508;16,0;16,0;32,2;0,0
484;60,0;retired;married;secondary;no;2060,0;no;no;cellular;26,0;mar;454,0;1,0;88,0;3,0;other;yes;ok;7,638482570648193;9,194990344669508;16,0;16,0;32,2;0,0
489;30,0;admin.;single;tertiary;no;305,0;no;no;cellular;13,0;aug;75,0;1,0;105,0;3,0;success;yes;ok;8,598559379577637;9,194990344669508;16,0;16,0;32,2;0,0
495;64,0;management;married;tertiary;no;5112,0;no;no;telephone;19,0;oct;898,0;7,0;137,0;11,0;other;yes;ok;20,286327362060547;9,194990344669508;16,0;16,0;32,2;0,0
