;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;label;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
121;A14;24,0;A32;A42;1278,0;A61;A73;4,0;A92;A101;1,0;A123;36,0;A142;A152;1,0;A174;1,0;A191;A201;0,7;ok;3,6726953983306885;3,314954100809991;6,0;5,22;100,0;0,0
122;A12;11,750000000000002;A31;A42;1768,0;A61;A73;3,0;A92;A101;2,0;A121;24,0;A143;A151;1,0;A171;1,0;A191;A201;0,7;ok;2,180267095565796;3,314954100809991;4,0;5,22;100,0;0,0
123;A11;24,0;A31;A42;3349,0;A63;A72;4,0;A93;A101;4,0;A123;30,0;A143;A152;1,0;A173;2,0;A191;A201;0,7;ok;2,7084996700286865;3,314954100809991;3,0;5,22;100,0;0,0
124;A11;9,0;A31;A49;1390,9999999999998;A61;A74;1,9375;A94;A101;1,0;A121;27,0;A143;A152;1,1875;A171;1,0;A191;A201;0,7;ok;4,282525539398193;3,314954100809991;8,0;5,22;100,0;0,0
125;A14;49,5;A32;A42;3637,625;A63;A75;4,0;A91;A101;3,8125;A122;47,0;A141;A151;3,0;A171;2,0;A192;A201;0,7;ok;4,24201774597168;3,314954100809991;7,0;5,22;100,0;0,0
126;A12;10,0;A31;A42;2146,0;A61;A72;0,9999999999999998;A92;A101;3,0625;A121;23,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;2,953435182571411;3,314954100809991;3,0;5,22;100,0;0,0
127;A14;18,0;A31;A40;1520,0;A65;A72;4,0;A94;A101;4,0;A122;63,0;A142;A152;1,0;A173;1,0;A191;A201;0,7;ok;4,0196685791015625;3,314954100809991;6,0;5,22;100,0;0,0
128;A14;24,0;A34;A40;6842,0;A65;A73;1,9375;A93;A101;4,0;A122;46,0;A143;A152;2,0;A174;2,0;A191;A201;0,7;ok;2,0740716457366943;3,314954100809991;3,0;5,22;100,0;0,0
129;A12;18,375;A32;A42;2051,0;A65;A71;3,9375;A93;A101;1,0;A121;33,0;A142;A152;1,0;A171;1,0;A191;A201;0,7;ok;3,6112921237945557;3,314954100809991;8,0;5,22;100,0;0,0
130;A12;27,0;A32;A42;2996,0;A62;A72;2,0;A92;A101;4,0;A122;20,0;A141;A151;1,0625;A173;1,0;A191;A201;0,7;ok;4,400006294250488;3,314954100809991;9,0;5,22;100,0;0,0
131;A11;24,0;A34;A43;3660,0;A61;A73;2,0;A93;A101;4,0;A122;28,09375;A141;A151;1,0625;A173;1,0;A192;A201;1,158257569495584;ok;4,092715263366699;3,314954100809991;8,0;5,22;100,0;0,0
132;A11;15,75;A32;A49;1442,0;A61;A72;4,0;A94;A101;4,0;A123;22,8125;A143;A151;1,9375;A174;1,0;A191;A201;1,158257569495584;ok;4,623797416687012;3,314954100809991;7,0;5,22;100,0;0,0
133;A11;9,0;A31;A43;1138,0;A61;A73;3,9375;A93;A101;4,0;A121;25,0;A143;A152;2,0;A173;1,0;A191;A201;0,7;ok;2,797473430633545;3,314954100809991;3,0;5,22;100,0;0,0
134;A14;30,0;A34;A40;5771,0;A61;A74;4,0;A92;A101;2,0;A123;25,3125;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;2,7077927589416504;3,314954100809991;3,0;5,22;100,0;0,0
135;A11;18,0;A32;A43;2600,0;A61;A73;4,0;A91;A101;3,9375;A124;65,1875;A143;A153;2,0625;A171;1,0;A192;A201;0,7;ok;3,4280455112457275;3,314954100809991;6,0;5,22;100,0;0,0
136;A13;48,0;A34;A49;3749,0;A62;A73;1,9375;A92;A101;4,0;A122;26,0;A141;A151;2,0;A171;1,0;A191;A201;0,7;ok;5,0136799812316895;3,314954100809991;11,0;5,22;100,0;0,0
137;A11;22,5;A32;A43;2531,8125;A64;A72;2,0;A91;A101;4,0;A121;61,0;A143;A152;1,0;A171;1,0;A191;A201;0,7;ok;3,0506937503814697;3,314954100809991;4,0;5,22;100,0;0,0
138;A11;12,0;A32;A40;662,0;A61;A72;3,0;A93;A101;4,0;A121;40,65625;A142;A152;1,0;A171;2,0;A192;A201;0,7;ok;1,2421787977218628;3,314954100809991;3,0;5,22;100,0;0,0
139;A11;18,0;A31;A43;1940,0;A62;A72;3,0;A93;A103;4,0;A124;36,0;A141;A152;1,0;A174;1,0;A192;A201;1,158257569495584;ok;2,4750449657440186;3,314954100809991;3,0;5,22;100,0;0,0
140;A13;36,0;A32;A43;2323,0;A65;A74;3,9375;A93;A101;4,0;A123;24,125;A143;A151;1,0;A173;1,0;A191;A201;1,158257569495584;ok;2,695020914077759;3,314954100809991;4,0;5,22;100,0;0,0
141;A14;48,75;A30;A49;12204,0;A65;A75;2,0;A93;A101;2,0;A121;48,0;A141;A152;1,0;A174;1,0;A192;A201;1,158257569495584;ok;3,005519151687622;3,314954100809991;4,0;5,22;100,0;0,0
142;A11;24,0;A34;A45;5507,0;A61;A75;3,0;A91;A102;4,0;A124;44,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;4,913955211639404;3,314954100809991;4,0;5,22;100,0;0,0
143;A11;18,0;A32;A43;444,0;A61;A71;3,0;A92;A102;3,9375;A121;22,0;A143;A151;1,0;A173;1,0;A191;A201;0,7;ok;2,4237918853759766;3,314954100809991;3,0;5,22;100,0;0,0
144;A14;21,75;A32;A42;1386,0;A61;A72;0,9999999999999998;A92;A101;4,0;A122;22,25;A141;A151;2,0;A174;2,0;A191;A201;0,7;ok;4,626593589782715;3,314954100809991;8,0;5,22;100,0;0,0
145;A12;18,0;A34;A42;2056,53125;A65;A72;2,0;A92;A102;2,0;A122;25,0;A141;A152;1,0;A173;1,0;A191;A201;0,7;ok;4,189066410064697;3,314954100809991;7,0;5,22;100,0;0,0
146;A14;30,0;A33;A49;4272,0;A62;A73;2,0;A93;A101;2,0;A122;26,0;A143;A151;2,0;A171;1,0;A192;A201;0,7;ok;2,5300798416137695;3,314954100809991;2,0;5,22;100,0;0,0
147;A14;39,0;A33;A46;11760,0;A62;A74;2,0;A93;A101;3,0;A124;32,0;A143;A151;1,0;A174;1,0;A192;A201;1,158257569495584;ok;2,078953504562378;3,314954100809991;2,0;5,22;100,0;0,0
148;A12;36,0;A33;A40;2399,9375;A61;A75;3,875;A91;A101;3,9375;A121;57,0;A141;A151;2,0;A173;1,0;A192;A201;0,7;ok;4,819643497467041;3,314954100809991;6,0;5,22;100,0;0,0
149;A13;12,0;A30;A42;1257,75;A62;A74;3,9375;A94;A102;1,0;A123;33,0;A141;A153;1,0;A174;1,0;A191;A201;0,7;ok;4,742465019226074;3,314954100809991;10,0;5,22;100,0;0,0
150;A14;12,0;A34;A40;1402,0;A63;A73;2,9375;A92;A101;3,9375;A122;36,8125;A141;A151;1,0;A174;1,0625;A192;A201;0,7;ok;3,123443126678467;3,314954100809991;9,0;5,22;100,0;0,0
151;A12;18,0;A34;A49;1913,0;A64;A72;3,0;A94;A102;3,0;A121;36,0;A143;A151;1,0;A173;1,0;A192;A201;0,7;ok;3,6948554515838623;3,314954100809991;4,0;5,22;100,0;0,0
152;A14;14,0;A33;A43;769,125;A61;A73;4,0;A93;A101;2,0;A123;27,0;A143;A152;2,0;A171;1,0;A191;A201;1,158257569495584;ok;1,451844573020935;3,314954100809991;2,0;5,22;100,0;0,0
153;A13;15,0;A30;A43;1271,0;A61;A73;3,0;A93;A101;4,0;A124;39,0;A143;A153;2,0;A171;1,0;A192;A201;0,7;ok;4,379723072052002;3,314954100809991;3,0;5,22;100,0;0,0
154;A13;24,0;A32;A43;1257,9999999999998;A63;A73;3,0;A92;A103;3,0;A123;57,0;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;3,9529032707214355;3,314954100809991;2,0;5,22;100,0;0,0
155;A11;7,875000000000002;A34;A46;3565,0;A65;A72;2,0;A92;A102;4,0;A124;37,0;A143;A151;2,0625;A173;2,0;A191;A201;0,7;ok;5,064667701721191;3,314954100809991;9,0;5,22;100,0;0,0
156;A11;16,125;A32;A41;3268,1875;A61;A73;3,0625;A93;A102;4,0;A124;35,0;A143;A153;1,0625;A173;2,0;A191;A201;0,7;ok;4,033321857452393;3,314954100809991;8,0;5,22;100,0;0,0
157;A11;12,0;A33;A40;2241,5;A61;A73;2,125;A92;A101;2,125;A122;34,96875;A142;A152;1,9375;A173;1,0625;A191;A201;0,7;ok;2,7893097400665283;3,314954100809991;9,0;5,22;100,0;0,0
158;A11;24,0;A30;A43;5804,0;A64;A73;4,0;A93;A101;2,0;A121;27,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;4,489355087280273;3,314954100809991;4,0;5,22;100,0;0,0
159;A12;15,0;A33;A42;960,0;A61;A72;3,0;A92;A101;2,0;A122;30,0;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;3,772374391555786;3,314954100809991;4,0;5,22;100,0;0,0
160;A13;18,0;A34;A40;1056,0;A61;A75;2,9375;A93;A101;3,0625;A121;30,125;A141;A151;2,0;A171;1,0;A191;A201;0,7;ok;4,303378582000732;3,314954100809991;7,0;5,22;100,0;0,0
161;A13;45,0;A30;A43;11598,0625;A65;A71;2,0;A91;A101;1,0;A122;33,0;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;4,002727508544922;3,314954100809991;6,0;5,22;100,0;0,0
162;A14;9,0;A32;A40;2753,0;A61;A75;3,0;A93;A102;4,0;A123;35,0;A141;A152;1,0;A173;1,0;A192;A201;0,7;ok;2,7828309535980225;3,314954100809991;3,0;5,22;100,0;0,0
163;A11;10,0;A31;A42;2210,0;A61;A73;3,0;A93;A101;2,0;A121;24,625;A141;A151;1,0;A173;2,0;A191;A201;0,7;ok;3,8655319213867188;3,314954100809991;6,0;5,22;100,0;0,0
164;A11;48,0;A32;A41;10317,375;A61;A74;4,0;A93;A101;4,0;A123;39,0;A142;A152;3,0;A174;2,0;A192;A201;1,158257569495584;ok;2,2094688415527344;3,314954100809991;4,0;5,22;100,0;0,0
165;A14;36,0;A32;A40;14318,0;A61;A75;4,0;A93;A101;2,0;A124;57,0;A141;A153;1,0;A174;1,0;A192;A201;1,158257569495584;ok;2,79876971244812;3,314954100809991;2,0;5,22;100,0;0,0
166;A13;30,0;A34;A40;4249,0;A61;A75;4,0;A94;A103;2,0;A123;28,4375;A143;A152;2,0;A174;1,0;A191;A201;1,158257569495584;ok;5,0291032791137695;3,314954100809991;4,0;5,22;100,0;0,0
167;A14;24,0;A32;A42;949,9374999999995;A61;A72;3,9375;A94;A101;2,0;A124;32,125;A142;A151;1,0;A173;1,0;A192;A201;0,7;ok;3,7333502769470215;3,314954100809991;8,0;5,22;100,0;0,0
168;A12;16,3125;A32;A42;959,0;A63;A74;3,0625;A92;A101;2,0;A123;29,4375;A141;A153;1,0;A171;1,0;A192;A202;0,7;ok;4,436732769012451;3,314954100809991;9,0;5,22;100,0;0,0
169;A14;21,0;A32;A40;2782,0;A63;A74;2,0;A92;A101;2,0625;A123;31,0;A141;A152;1,0;A174;1,0;A191;A201;0,7;ok;0,9308485388755798;3,314954100809991;2,0;5,22;100,0;0,0
170;A12;48,0;A30;A49;8330,46875;A63;A72;1,0624999999999998;A93;A101;1,0;A122;30,0;A142;A151;2,0;A173;1,0;A191;A201;0,7;ok;4,075982093811035;3,314954100809991;7,0;5,22;100,0;0,0
171;A14;9,0;A32;A40;2132,25;A62;A73;2,0;A92;A101;3,875;A123;22,0;A141;A151;1,0;A171;1,0;A192;A201;0,7;ok;4,364136219024658;3,314954100809991;8,0;5,22;100,0;0,0
172;A12;48,0;A31;A49;3566,0;A62;A74;1,9374999999999998;A93;A101;2,0;A123;30,0;A143;A152;1,0;A173;1,0;A191;A201;1,158257569495584;ok;1,9164927005767822;3,314954100809991;1,0;5,22;100,0;0,0
173;A12;18,0;A34;A40;3966,0;A61;A75;1,0624999999999998;A92;A101;4,0;A121;33,0;A141;A151;3,0;A173;1,0;A192;A201;1,158257569495584;ok;0,8098050951957703;3,314954100809991;2,0;5,22;100,0;0,0
174;A14;6,0;A31;A40;1237,0;A63;A72;1,1874999999999998;A92;A101;1,0;A121;27,0;A142;A152;1,9375;A171;1,0;A192;A201;0,7;ok;4,178708076477051;3,314954100809991;10,0;5,22;100,0;0,0
175;A11;18,0;A34;A40;976,0;A65;A75;1,0624999999999998;A94;A101;2,125;A123;23,125;A143;A152;1,0;A171;1,0;A191;A202;1,158257569495584;ok;6,875406265258789;3,314954100809991;8,0;5,22;100,0;0,0
176;A11;24,0;A34;A49;915,0;A62;A75;4,0;A92;A101;2,0;A123;29,0;A143;A152;1,0;A171;1,0;A191;A201;1,158257569495584;ok;4,902897357940674;3,314954100809991;5,0;5,22;100,0;0,0
177;A14;24,0;A34;A40;947,0;A62;A74;3,9375;A93;A101;3,0;A124;46,4375;A141;A153;1,0;A173;2,0;A191;A201;1,158257569495584;ok;2,1146392822265625;3,314954100809991;5,0;5,22;100,0;0,0
178;A11;24,28125;A30;A42;2825,0;A65;A74;4,0;A93;A102;3,0;A121;34,0;A142;A151;2,0625;A173;1,9375;A192;A201;0,7;ok;5,632207870483398;3,314954100809991;10,0;5,22;100,0;0,0
179;A14;21,9375;A32;A40;2288,0;A62;A72;4,0;A92;A101;4,0;A122;23,125;A141;A152;2,0;A173;1,0;A192;A201;0,7;ok;3,5006749629974365;3,314954100809991;7,0;5,22;100,0;0,0
180;A14;10,0;A32;A43;6850,0;A65;A72;0,9999999999999998;A92;A101;4,0;A121;41,5625;A143;A151;2,0;A173;1,0;A191;A201;0,7;ok;2,59246826171875;3,314954100809991;4,0;5,22;100,0;0,0
181;A12;46,6875;A30;A41;4576,0;A63;A74;3,0;A93;A101;4,0;A124;26,90625;A143;A151;1,0;A173;1,0;A191;A201;0,7;ok;4,52724552154541;3,314954100809991;7,0;5,22;100,0;0,0
182;A11;46,5;A32;A43;6976,875;A65;A73;3,0625;A92;A102;3,0;A123;32,75;A141;A152;1,9375;A173;2,0;A192;A201;0,7;ok;4,287548065185547;3,314954100809991;11,0;5,22;100,0;0,0
183;A11;36,0;A32;A42;2746,0;A61;A75;4,0;A93;A101;3,9375;A122;38,0;A141;A153;1,0;A173;1,0;A191;A201;1,158257569495584;ok;2,079509735107422;3,314954100809991;5,0;5,22;100,0;0,0
184;A12;24,0;A34;A43;1705,8749999999998;A61;A74;4,0;A94;A101;2,0;A122;48,0;A143;A151;2,0;A171;1,0;A191;A201;1,158257569495584;ok;2,0903801918029785;3,314954100809991;4,0;5,22;100,0;0,0
185;A11;9,0;A32;A43;1366,0;A64;A72;1,8749999999999998;A92;A101;4,0;A122;22,0;A143;A151;1,0625;A171;1,0;A191;A201;1,158257569495584;ok;2,555840492248535;3,314954100809991;4,0;5,22;100,0;0,0
186;A14;18,0;A31;A40;1505,0;A61;A73;4,0;A93;A101;2,0;A124;31,4375;A143;A153;1,0;A171;1,0;A191;A201;0,7;ok;3,71563720703125;3,314954100809991;5,0;5,22;100,0;0,0
187;A11;6,0;A32;A40;348,625;A62;A72;3,9375;A92;A101;1,0625;A123;26,875;A143;A151;1,0;A171;1,0;A192;A201;0,7;ok;4,54999303817749;3,314954100809991;10,0;5,22;100,0;0,0
188;A14;24,0;A33;A43;2223,0;A62;A72;4,0;A93;A102;4,0;A122;52,875;A141;A152;2,0;A173;1,0;A191;A201;0,7;ok;3,193294048309326;3,314954100809991;4,0;5,22;100,0;0,0
189;A14;16,125;A31;A46;1494,9999999999998;A61;A75;4,0;A93;A102;1,0;A122;37,9375;A143;A152;2,0;A171;2,0;A192;A201;0,7;ok;4,610443592071533;3,314954100809991;7,0;5,22;100,0;0,0
190;A11;27,1875;A32;A43;2327,0;A61;A72;2,0;A92;A101;3,0;A123;25,0;A143;A152;1,0;A171;1,0;A191;A201;0,7;ok;2,705928087234497;3,314954100809991;3,0;5,22;100,0;0,0
191;A14;44,4375;A30;A41;11963,6875;A61;A72;2,125;A93;A103;4,0;A122;29,0;A141;A152;1,9375;A173;1,0;A192;A201;1,158257569495584;ok;6,843703746795654;3,314954100809991;12,0;5,22;100,0;0,0
192;A12;12,0;A31;A43;1484,0;A65;A73;2,0;A94;A101;1,0625;A124;25,0;A143;A151;1,0;A173;1,0;A192;A201;0,7;ok;3,3657965660095215;3,314954100809991;4,0;5,22;100,0;0,0
193;A11;36,0;A32;A46;9055,0;A62;A74;2,0;A93;A101;4,0;A124;35,0;A143;A153;1,0;A171;2,0;A192;A201;0,7;ok;3,2028956413269043;3,314954100809991;3,0;5,22;100,0;0,0
194;A12;9,937500000000002;A31;A43;1635,78125;A61;A75;2,0;A93;A101;4,0;A122;63,0;A143;A152;2,0;A171;1,0;A192;A201;0,7;ok;3,1116433143615723;3,314954100809991;5,0;5,22;100,0;0,0
195;A11;18,0;A32;A43;1453,0;A61;A72;3,0;A94;A101;1,0;A121;26,0;A143;A152;1,0;A173;1,0;A191;A201;0,7;ok;3,4249303340911865;3,314954100809991;2,0;5,22;100,0;0,0
196;A11;12,0;A32;A40;1228,0;A61;A73;4,0;A93;A101;2,0;A121;24,0;A143;A152;1,0;A171;1,0;A191;A201;1,158257569495584;ok;1,2102112770080566;3,314954100809991;1,0;5,22;100,0;0,0
197;A12;9,0;A34;A48;932,0;A65;A74;0,9999999999999998;A92;A101;3,0;A123;34,78125;A141;A152;2,0;A174;1,0;A191;A201;0,7;ok;3,638486623764038;3,314954100809991;5,0;5,22;100,0;0,0
198;A12;36,0;A30;A40;8086,0;A62;A75;2,0;A92;A101;3,8125;A123;42,0;A141;A152;3,9375000000000004;A174;1,0;A192;A201;0,7;ok;3,5827653408050537;3,314954100809991;5,0;5,22;100,0;0,0
199;A14;16,5;A32;A40;1346,0;A62;A73;2,0;A93;A101;3,8125;A124;42,0;A141;A152;1,0625;A174;2,0;A192;A201;0,7;ok;3,0816738605499268;3,314954100809991;7,0;5,22;100,0;0,0
