;Attribute1;Attribute2;Attribute3;Attribute4;Attribute5;Attribute6;Attribute7;Attribute8;Attribute9;Attribute10;Attribute11;Attribute12;Attribute13;Attribute14;Attribute15;Attribute16;Attribute17;Attribute18;Attribute19;Attribute20;class;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
167;3,0;48,0;4,0;1,0;11590,0;1,0;2,0;2,0;1,0;0,0;4,0;2,0;24,0;2,220446049250313e-16;0,0;2,0;0,9999999999999999;1,0;0,0;0,0;0;ok;10,638525009155273;11,013465857505798;20,0;20,0;40,0;0,0
168;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
169;1,0;24,0;2,0;1,0;11560,0;0,0;2,0;0,9999999999999998;1,0;0,0;4,0;2,0;23,0;2,0;0,0;2,0;3,0;1,0;0,0;0,0;1;ok;13,909940719604492;11,013465857505798;20,0;20,0;40,0;0,0
170;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
171;2,220446049250313e-16;16,0;4,0;0,0;2625,0;0,0;4,0;2,0;2,0;2,0;4,0;1,0;43,0;2,220446049250313e-16;0,0;1,0;2,0;1,0;1,0;0,0;0;ok;12,176421165466309;11,013465857505798;20,0;20,0;40,0;0,0
172;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
173;2,220446049250313e-16;6,0;4,0;3,0;3384,0;0,0;2,0;0,9999999999999998;2,220446049250313e-16;0,0;4,0;0,0;44,0;2,0;0,0;1,0;3,0;1,0;1,0;0,0;0;ok;11,431299209594727;11,013465857505798;20,0;20,0;40,0;0,0
174;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
175;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
176;;;;;;;;;;;;;;;;;;;;;1;nan;;11,013465857505798;20,0;20,0;40,0;0,0
177;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
178;3,0;22,0;2,0;0,0;1283,0;4,0;3,0;4,0;1,0;0,0;4,0;1,0;25,0;2,0;0,0;1,0;2,0;1,0;0,0;0,0;0;ok;10,405660629272461;11,013465857505798;20,0;20,0;40,0;0,0
179;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
180;;;;;;;;;;;;;;;;;;;;;1;nan;;11,013465857505798;20,0;20,0;40,0;0,0
181;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
182;2,0;24,0;4,0;0,0;1344,0;4,0;3,0;4,0;2,0;0,0;2,0;0,0;37,0;2,220446049250313e-16;1,0;2,0;0,9999999999999999;2,0;0,0;0,0;0;ok;9,26230525970459;11,013465857505798;20,0;20,0;40,0;0,0
183;2,220446049250313e-16;21,0;2,0;4,0;1835,0;0,0;2,0;3,0;1,0;0,0;2,0;0,0;25,0;2,0;1,0;2,0;2,0;1,0;1,0;0,0;1;ok;11,936504364013672;11,013465857505798;20,0;20,0;40,0;0,0
184;2,220446049250313e-16;12,0;2,0;1,0;3386,0;0,0;4,0;3,0;2,0;0,0;4,0;3,0;35,0;2,0;2,0;1,0;2,0;1,0;1,0;0,0;0;ok;10,103269577026367;11,013465857505798;20,0;20,0;40,0;0,0
185;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
186;3,0;48,0;2,0;9,0;4844,0;0,0;0,0;3,0;2,0;0,0;2,0;2,0;33,0;2,220446049250313e-16;0,0;1,0;3,0;1,0;1,0;0,0;0;ok;10,059122085571289;11,013465857505798;20,0;20,0;40,0;0,0
187;3,0;36,0;2,0;4,0;2299,0;2,0;4,0;4,0;2,0;0,0;4,0;2,0;39,0;2,0;1,0;1,0;2,0;1,0;0,0;0,0;1;ok;10,49859619140625;11,013465857505798;20,0;20,0;40,0;0,0
188;1,0;36,0;2,0;1,0;9398,0;0,0;1,0000000000000002;0,9999999999999998;3,0;0,0;4,0;2,0;28,0;2,0;0,0;1,0;3,0;1,0;1,0;0,0;0;ok;11,89451789855957;11,013465857505798;20,0;20,0;40,0;0,0
189;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
190;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
191;2,220446049250313e-16;24,0;2,0;0,0;915,0;4,0;4,0;4,0;1,0;0,0;2,0;2,0;29,0;2,220446049250313e-16;1,0;1,0;2,0;1,0;0,0;0,0;1;ok;10,672837257385254;11,013465857505798;20,0;20,0;40,0;0,0
192;;;;;;;;;;;;;;;;;;;;;1;nan;;11,013465857505798;20,0;20,0;40,0;0,0
193;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
194;3,0;6,0;2,0;3,0;4611,0;0,0;1,0000000000000002;0,9999999999999998;1,0;0,0;4,0;1,0;32,0;2,0;1,0;1,0;2,0;1,0;0,0;0,0;1;ok;11,27086353302002;11,013465857505798;20,0;20,0;40,0;0,0
195;;;;;;;;;;;;;;;;;;;;;1;nan;;11,013465857505798;20,0;20,0;40,0;0,0
196;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
197;3,0;24,0;3,0;0,0;2538,0;0,0;4,0;4,0;2,0;0,0;4,0;2,0;47,0;2,0;1,0;2,0;0,9999999999999999;2,0;0,0;0,0;0;ok;12,01534366607666;11,013465857505798;20,0;20,0;40,0;0,0
198;;;;;;;;;;;;;;;;;;;;;0;nan;;11,013465857505798;20,0;20,0;40,0;0,0
199;;;;;;;;;;;;;;;;;;;;;1;nan;;11,013465857505798;20,0;20,0;40,0;0,0
