;age;workclass;fnlwgt;education;education-num;marital-status;occupation;relationship;race;sex;capital-gain;capital-loss;hours-per-week;native-country;income;predict;euclidean;euclidean_medio;hamming;hamming_medio;cobertura_pct;erro_pct
418;19,0;;200790,0;12th;8,0;Married-civ-spouse;;Other-relative;White;Female;15023,999999999998;0,0;40,0;United-States;>50K;ok;12,1366605758667;11,25277314430628;14,0;14,0;31,2;0,0
419;43,0;Private;150519,0;Some-college;10,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;10,856346130371094;11,25277314430628;14,0;14,0;31,2;0,0
420;46,0;Private;165937,0;HS-grad;9,0;Married-civ-spouse;Craft-repair;Husband;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;10,386370658874512;11,25277314430628;14,0;14,0;31,2;0,0
423;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;11,118606567382812;11,25277314430628;14,0;14,0;31,2;0,0
428;34,0;Private;190385,0;Masters;14,0;Never-married;Prof-specialty;Not-in-family;White;Female;0,0;0,0;40,0;United-States;>50K;ok;11,601579666137695;11,25277314430628;14,0;14,0;31,2;0,0
430;34,0;Private;190385,0;Masters;14,0;Never-married;Prof-specialty;Not-in-family;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;11,501194953918457;11,25277314430628;14,0;14,0;31,2;0,0
434;51,0;Private;122109,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0,0;0,0;35,0;United-States;>50K;ok;11,266570091247559;11,25277314430628;14,0;14,0;31,2;0,0
436;42,0;Private;125280,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;3137,0;0,0;40,0;United-States;<=50K;ok;10,477299690246582;11,25277314430628;14,0;14,0;31,2;0,0
437;26,0;Private;184872,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Wife;White;Female;0,0;0,0;55,0;United-States;>50K;ok;12,817390441894531;11,25277314430628;14,0;14,0;31,2;0,0
451;47,0;Federal-gov;287480,0;Masters;14,0;Married-civ-spouse;Prof-specialty;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;11,836063385009766;11,25277314430628;14,0;14,0;31,2;0,0
452;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;11,561177253723145;11,25277314430628;14,0;14,0;31,2;0,0
453;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;11,555852890014648;11,25277314430628;14,0;14,0;31,2;0,0
454;32,0;Private;353994,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Other-relative;Asian-Pac-Islander;Female;0,0;0,0;40,0;Canada;>50K;ok;10,321165084838867;11,25277314430628;14,0;14,0;31,2;0,0
460;70,0;Federal-gov;127463,0;HS-grad;9,0;Married-civ-spouse;Sales;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;11,3309907913208;11,25277314430628;14,0;14,0;31,2;0,0
462;71,0;;250263,0;Some-college;10,0;Married-civ-spouse;;Husband;White;Male;3432,0;0,0;30,0;United-States;>50K;ok;12,324113845825195;11,25277314430628;14,0;14,0;31,2;0,0
463;41,0;Federal-gov;371382,0;Some-college;10,0;Married-civ-spouse;Exec-managerial;Husband;Asian-Pac-Islander;Male;0,0;0,0;40,0;United-States;>50K;ok;12,288094520568848;11,25277314430628;14,0;14,0;31,2;0,0
464;39,0;Federal-gov;455399,0;HS-grad;9,0;Married-civ-spouse;Protective-serv;Husband;Asian-Pac-Islander;Male;15023,999999999998;0,0;40,0;United-States;>50K;ok;12,08220386505127;11,25277314430628;14,0;14,0;31,2;0,0
465;32,0;Private;353994,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Other-relative;Asian-Pac-Islander;Female;0,0;0,0;40,0;Canada;>50K;ok;9,69498348236084;11,25277314430628;14,0;14,0;31,2;0,0
470;41,0;Federal-gov;66118,00000000001;Some-college;10,0;Married-civ-spouse;Transport-moving;Wife;White;Female;0,0;0,0;25,0;United-States;<=50K;ok;11,056087493896484;11,25277314430628;14,0;14,0;31,2;0,0
476;30,0;Self-emp-inc;178383,0;Some-college;10,0;Married-civ-spouse;Craft-repair;Husband;Asian-Pac-Islander;Male;0,0;0,0;70,0;United-States;>50K;ok;11,568148612976074;11,25277314430628;14,0;14,0;31,2;0,0
477;51,0;Private;117700,0;Some-college;10,0;Married-civ-spouse;Adm-clerical;Wife;White;Female;0,0;0,0;40,0;United-States;<=50K;ok;11,412643432617188;11,25277314430628;14,0;14,0;31,2;0,0
482;64,0;Private;391121,0;7th-8th;4,0;Married-civ-spouse;Farming-fishing;Husband;White;Male;0,0;0,0;40,0;United-States;>50K;ok;12,016824722290039;11,25277314430628;14,0;14,0;31,2;0,0
483;51,0;Private;231230,0;HS-grad;9,0;Married-civ-spouse;Machine-op-inspct;Husband;White;Male;0,0;0,0;45,0;United-States;<=50K;ok;10,847058296203613;11,25277314430628;14,0;14,0;31,2;0,0
486;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;11,325492858886719;11,25277314430628;14,0;14,0;31,2;0,0
493;37,0;Federal-gov;186035,0;Some-college;10,0;Married-civ-spouse;Tech-support;Husband;White;Male;0,0;0,0;45,0;United-States;>50K;ok;10,975602149963379;11,25277314430628;14,0;14,0;31,2;0,0
496;34,0;Private;158420,0;Bachelors;13,0;Married-civ-spouse;Exec-managerial;Husband;White;Male;0,0;0,0;70,0;United-States;<=50K;ok;11,47861385345459;11,25277314430628;14,0;14,0;31,2;0,0
497;56,0;Private;182460,0;Bachelors;13,0;Divorced;Exec-managerial;Not-in-family;White;Male;0,0;0,0;40,0;United-States;<=50K;ok;10,932295799255371;11,25277314430628;14,0;14,0;31,2;0,0
498;45,0;Federal-gov;374450,0;HS-grad;9,0;Married-civ-spouse;Transport-moving;Wife;White;Female;5178,0;0,0;40,0;United-States;>50K;ok;11,22624397277832;11,25277314430628;14,0;14,0;31,2;0,0
499;58,0;Federal-gov;243929,0;Bachelors;13,0;Never-married;Prof-specialty;Not-in-family;White;Male;0,0;0,0;48,0;United-States;>50K;ok;11,342015266418457;11,25277314430628;14,0;14,0;31,2;0,0
